Accession	Tolid	Species	# scaffolds	Total scaffold length	Average scaffold length	Scaffold N50	Scaffold auN	Scaffold L50	Largest scaffold	Smallest scaffold	# contigs	Total contig length	Average contig length	Contig N50	Contig auN	Contig L50	Largest contig	Smallest contig	# gaps in scaffolds	Total gap length in scaffolds	Average gap length in scaffolds	Gap N50 in scaffolds	Gap auN in scaffolds	Gap L50 in scaffolds	Largest gap in scaffolds	Smallest gap in scaffolds	Base composition (A:C:G:T)	GC content	# soft-masked bases	# segments	Total segment length	Average segment length	# gaps	# paths
GCA_036169615.1	bHelExo1	Heliangelus exortis	131	1049650714	8012600.87	73898144	89226556.11	4	198225612	14374	568	1049565314	1847826.26	8413062	10552004.6	36	31562205	8593	437	85400	195.42	200	197.66	214	200	100	306184910:218598316:218374585:306407503	41.63	214239128	568	1049565314	1847826.26	437	131
GCA_020740795.1	bApuApu2	Apus apus	109	1100361224	10095057.1	115508478	102046908.9	4	206448969	5569	365	1098613695	3009900.53	25561769	29951370.41	13	64717578	24	256	1747529	6826.29	95619	108106.83	6	198632	11	318946524:230556132:230351841:318759198	41.95	225574036	365	1098613695	3009900.53	256	109
GCA_020745705.1	bHemCom1	Hemiprocne comata	146	1164813063	7978171.66	91346199	102790259.6	4	218408531	420	364	1154638596	3172084.05	20531774	23188864.14	18	52779268	420	218	10174467	46671.87	238550	457164.8	10	1346558	13	334270302:243108463:243182067:334077764	42.12	242694179	364	1154638596	3172084.05	218	146
GCA_907165065.1	bCapEur3	Caprimulgus europaeus	121	1177791212	9733811.67	82614289	70088358.14	6	126318510	10341	274	1177765377	4298413.78	30622946	40435767.39	11	100763099	3179	153	25835	168.86	200	248.69	43	500	35	342098549:247080293:246819795:341766740	41.94	252643583	274	1177765377	4298413.78	153	121
GCA_039906565.1	bAegAlb1	Aegotheles albertisi	592	1167497019	1972123.34	46898397	53958616.88	8	109817262	3436	1031	1167409219	1132307.68	9620782	9566864.86	41	21716903	3436	439	87800	200	200	200	220	200	200	335413423:248088307:248257072:335650417	42.52	245127213	1031	1167409219	1132307.68	439	592
GCA_028020825.1	bPodStr1	Podargus strigoides	1038	1271141449	1224606.41	58393285	69197747.02	7	177501524	17139	1241	1268974171	1022541.64	11637970	19334359.02	27	79645112	17139	203	2167278	10676.25	494826	439338.24	2	785652	13	367234195:268300813:269091537:364347626	42.35	343336634	1241	1268974171	1022541.64	203	1038
GCA_013368605.1	bNycGra1	Nyctibius grandis	191	1256414880	6578088.38	92359233	78361773.73	6	133763977	2716	434	1250275747	2880819.69	23231768	37917722.21	13	94894540	1050	243	6139133	25263.92	283846	379727.09	6	847631	13	357856690:266363254:267119855:358935948	42.67	292301483	434	1250275747	2880819.69	243	191
GCA_036417535.1	bChlMac1	Chlamydotis macqueenii	329	1273933319	3872137.75	84623986	96590416.81	5	215693158	16918	429	1273913319	2969494.92	25335467	45572198.56	10	122418308	16918	100	20000	200	200	200	50	200	200	360616825:274528231:276435756:362332507	43.25	277991385	429	1273913319	2969494.92	100	329
GCA_009769465.1	bTauEry1	Tauraco erythrolophus	140	1252271553	8944796.81	85562082	74165388.09	6	136888462	3169	484	1225870858	2532791.03	11927027	16754559.6	29	78144336	911	344	26400695	76746.21	279559	392503.31	24	1126833	13	351894112:261142885:261087312:351746549	42.6	263056250	484	1225870858	2532791.03	344	140
GCA_017976375.1	bCucCan1	Cuculus canorus	151	1180156273	7815604.46	78325852	95634178.15	5	209323829	587	447	1175233958	2629158.74	20797936	26549072.29	17	86316243	127	296	4922315	16629.44	271792	380610.29	6	946057	13	339840430:247875237:247790039:339728252	42.18	247611882	447	1175233958	2629158.74	296	151
GCA_009769525.1	bPteGut1	Pterocles gutturalis	89	1127422757	12667671.43	43262132	60405314.12	8	132921182	21595	331	1123119200	3393109.37	12131577	10734071.52	37	23756606	2549	242	4303557	17783.29	403473	572143.4	3	1159577	11	323600040:238185098:237991963:323342099	42.4	221028530	331	1123119200	3393109.37	242	89
GCA_901699155.2	bStrTur1	Streptopelia turtur	311	1178816852	3790407.88	81365208	103025866.5	4	222115097	5486	1251	1174936278	939197.66	3730413	4880697.49	89	18346939	222	940	3880574	4128.27	54195	64595.07	23	156350	2	341733191:245924541:245706622:341571924	41.84	240604284	1251	1174936278	939197.66	940	311
GCA_964273445.1	bStrDea1	Streptopelia decaocto	2451	1290957608	526706.49	78754139	92120924.11	5	213210830	1000	3147	1290818408	410174.26	2425281	3464115.71	137	16122701	1000	696	139200	200	200	200	348	200	200	374332034:272163764:267335551:376987059	41.8	377359720	3147	1290818408	410174.26	696	2451
GCA_963082525.1	bNesMay2	Nesoenas mayeri	143	1183271950	8274629.02	78184682	97633922.66	5	214152265	1000	652	1183170150	1814678.14	4840756	5848016.38	75	18893325	1000	509	101800	200	200	200	255	200	200	341799217:249991987:250089121:341289825	42.27	260999424	652	1183170150	1814678.14	509	143
GCA_036013445.1	bCalNic1	Caloenas nicobarica	807	1285851275	1593372.09	79699707	94658158.21	5	216431472	16521	924	1285830875	1391591.86	25101800	33378463.33	14	97706909	15010	117	20400	174.36	200	185.29	51	200	100	359562377:287976639:286012365:352279494	44.64	351280510	924	1285830875	1391591.86	117	807
GCA_036971685.2	bPatFas1	Patagioenas fasciata	441	1198742887	2718237.84	70857732	95974728.41	5	215622551	5717	505	1194122847	2364599.7	63448456	57938895.32	7	132376218	1	64	4620040	72188.13	3464210	2689386.58	1	3464210	13	337305564:260418658:260322764:336075861	43.61	319283615	505	1194122847	2364599.7	64	441
GCA_036013475.2	bColLiv1	Columba livia	870	1325583311	1523658.98	68980706	87006066.82	6	212386202	12895	1119	1325536411	1184572.31	14042120	16440336.99	28	54502558	12895	249	46900	188.35	200	193.82	118	200	100	389063789:276519494:280197704:379755424	42	386731470	1119	1325536411	1184572.31	249	870
GCA_009819775.1	bPhoRub2	Phoenicopterus ruber	90	1246226932	13846965.91	85472901	101979054.9	5	220917696	1822	370	1237624816	3344931.94	14700712	18707547.53	26	73216010	1822	280	8602116	30721.84	184621	349189.37	11	1146645	13	350509799:267473503:268087868:351553646	43.27	253117188	370	1237624816	3344931.94	280	90
GCA_016700215.2	bGalGal1	Gallus gallus	276	1050511239	3806200.14	90563926	94417096.23	4	196242913	1219	685	1046014928	1527029.09	17744542	22025181.83	18	61366121	1214	409	4496311	10993.43	211853	297184.96	6	734148	2	302330803:220416362:220627233:302640530	42.16	212403645	685	1046014928	1527029.09	409	276
GCA_023343835.1	bLagMut1	Lagopus muta	164	1026755127	6260701.99	71229700	83244651.91	5	194907523	2258	374	1026683190	2745142.22	17905263	20319023.51	19	46643962	171	210	71937	342.56	500	430.38	72	500	23	299963160:213075461:213671748:299972821	41.57	216333297	374	1026683190	2745142.22	210	164
GCA_951394365.1	bTetUro1.1	Tetrao urogallus	318	1013184029	3186113.3	71401156	83681863.15	5	193917226	1000	1291	1012989429	784654.86	1909808	2456956.57	152	10141983	1000	973	194600	200	200	200	487	200	200	296427623:210133294:210174561:296253951	41.49	207259759	1291	1012989429	784654.86	973	318
GCA_039878825.1	bCotChi1	Coturnix chinensis	191	966847183	5062027.14	86361526	90362958.64	4	183816686	17297	521	966783983	1855631.45	7816141	12084334.6	33	58689280	7608	330	63200	191.52	200	195.57	158	200	100	282136747:201301486:201242068:282103682	41.64	191540547	521	966783983	1855631.45	330	191
GCA_009819795.1	bAytFul2	Aythya fuligula	104	1126988109	10836424.13	85905639	96862745.03	4	207018403	2927	267	1117570712	4185658.1	17816505	22982432.4	19	75293206	329	163	9417397	57775.44	251546	277129.81	12	688423	13	326007597:232802339:232727381:326033395	41.66	244389499	267	1117570712	4185658.1	163	104
GCA_964211825.1	bAytFer1	Aythya ferina	862	1252319576	1452806.93	79844515	89108712.3	5	207520437	1000	1336	1252224776	937293.99	4150808	4758781.2	94	17540155	1000	474	94800	200	200	200	237	200	200	363083932:265324437:262928922:360887485	42.19	339285562	1336	1252224776	937293.99	474	862
GCA_965140915.1	bAytMar2	Aythya marila	1269	1224533240	964959.21	77037309	89348361.18	5	207581217	1000	1962	1224394640	624054.35	3182246	3668181.41	121	15900537	1000	693	138600	200	200	200	347	200	200	356184338:260583785:255487411:352139106	42.15	316487482	1962	1224394640	624054.35	693	1269
GCA_964035555.1	bNetRuf1	Netta rufina	141	1166978622	8276444.13	77261329	93602817.06	5	206794109	1000	855	1166835822	1364720.26	3347974	4054153.83	107	15032000	1000	714	142800	200	200	200	357	200	200	338053668:245639873:245390023:337752258	42.08	277764532	855	1166835822	1364720.26	714	141
GCA_964188345.1	bAnaPla2	Anas platyrhynchos	936	1300248985	1389154.9	69288905	86016716.73	6	207338842	1000	1507	1300134785	862730.45	3518761	4458621.88	108	17902756	1000	571	114200	200	200	200	286	200	200	372775446:279134040:278214262:370011037	42.87	358142925	1507	1300134785	862730.45	571	936
GCA_009769625.2	bCygOlo1	Cygnus olor	171	1134186636	6632670.39	81481363	97431586.51	4	209522193	711	622	1124263911	1807498.25	8308965	10073647.23	39	30497565	298	451	9922725	22001.61	49391	90602.96	49	398251	13	326653792:235753889:235524306:326331924	41.92	234081739	622	1124263911	1807498.25	451	171
GCA_963932015.1	bAnaAcu1	Anas acuta	395	1189313589	3010920.48	76435830	90306606.11	5	205008147	1000	1026	1189187708	1159052.35	3416933	4225610.27	102	15556000	1000	631	125881	199.49	200	199.95	315	219	25	341457520:252957106:253190478:341582604	42.56	299392933	1026	1189187708	1159052.35	631	395
GCA_965231335.1	bBraCan1	Branta canadensis	614	1311899232	2136643.7	78989891	88986364.97	5	213660330	1000	1145	1311793032	1145670.77	3892771	4779284.61	100	14639950	1000	531	106200	200	200	200	266	200	200	367491904:289802493:289071015:365427620	44.13	382702747	1145	1311793032	1145670.77	531	614
GCA_040182565.1	bAnsCyg1	Anser cygnoides	74	1215337776	16423483.46	81007908	95284720.32	5	212801650	89760	116	1215331076	10476992.03	39655246	78559451.32	7	212801650	1	42	6700	159.52	200	174.63	17	200	100	346274081:262125451:261300646:345630898	43.07	289593755	116	1215331076	10476992.03	42	74
GCA_964034855.1	bAnsBra1	Anser brachyrhynchus	715	1287337719	1800472.33	79251119	89945025.65	5	213089697	1000	1852	1287110319	694983.97	2049950	2699765.12	178	12412735	1000	1137	227400	200	200	200	569	200	200	362366422:280855152:281403771:362484974	43.68	370784449	1852	1287110319	694983.97	1137	715
GCA_964211835.1	bAnsAns1	Anser anser	819	1313455045	1603730.21	78965412	90208654.98	5	215877093	1000	1749	1313269045	750868.52	2674135	3208112.36	147	14486993	1000	930	186000	200	200	200	465	200	200	370804595:286311031:285350641:370802778	43.53	364552047	1749	1313269045	750868.52	930	819
GCA_964059595.1	bBucCla1	Bucephala clangula	538	1190938797	2213640.89	66356865	66434064.17	7	130642613	1000	992	1190848172	1200451.79	4272793	5064850.94	85	14664558	1000	454	90625	199.61	200	199.95	227	200	25	344543260:250242632:250748348:345313932	42.07	288601965	992	1190848172	1200451.79	454	538
GCA_963989345.1	bClaHye2	Clangula hyemalis	272	1206104048	4434206.06	78069974	91498580.18	5	207631701	1000	816	1205995423	1477935.57	3738964	4434037.2	100	13508227	1000	544	108625	199.68	200	199.96	272	200	25	348698032:255777243:254410440:347109708	42.3	306240780	816	1205995423	1477935.57	544	272
GCA_965151615.1	bCygCol1	Cygnus columbianus	603	1293538149	2145171.06	78162771	87998083.74	5	211451100	1000	1143	1293430149	1131609.93	3838603	4841181.16	97	14554797	1000	540	108000	200	200	200	270	200	200	357024225:293341658:289166665:353897601	45.04	363446979	1143	1293430149	1131609.93	540	603
GCA_036873955.1	bMerOct1	Mergus octosetaceus	569	1245791205	2189439.73	83836255	97267880.59	5	216678325	12909	896	1245734246	1390328.4	10800487	12544736.53	34	34660131	671	327	56959	174.19	200	185.6	143	200	25	358185474:264477257:263924706:359146809	42.42	346891761	896	1245734246	1390328.4	327	569
GCA_040807025.1	bStrCam1	Struthio camelus australis	263	1452035523	5521047.62	84633522	100252246.4	6	225574516	12520	379	1452012323	3831167.08	28829471	39494261.04	14	123769770	12520	116	23200	200	200	200	58	200	200	404800350:322991110:320798160:403422703	44.34	341757603	379	1452012323	3831167.08	116	263
GCA_047922985.1	bEudEle1	Eudromia elegans	397	1109691113	2795191.72	66803183	83088396.09	5	189958320	1000	696	1109647413	1594321	11629215	14428737.8	29	48105448	1000	299	43700	146.15	200	163.16	110	200	100	309340351:245123983:246618912:308564167	44.32	272866548	696	1109647413	1594321	299	397
GCA_036370855.1	bDroNov1	Dromaius novaehollandiae	272	1468722890	5399716.51	77929039	92730933.41	6	219529801	6032	401	1468697090	3662586.26	24239989	25049545.18	21	61638557	6032	129	25800	200	200	200	65	200	200	412895385:321947074:321229534:412625097	43.79	342473445	401	1468697090	3662586.26	129	272
GCA_036417845.1	bAptMan1	Apteryx mantelli	409	1504415252	3678276.9	88095958	93077541.77	6	222926480	7863	579	1504381252	2598240.5	19797665	23048737.41	24	73202259	7863	170	34000	200	200	200	85	200	200	420915821:330313352:331759048:421393031	44.01	405349341	579	1504381252	2598240.5	170	409
GCA_028389875.1	bPtePen1	Rhea pennata	179	1269000025	7089385.61	82467789	95574427.41	5	216936262	22241	307	1267548352	4128821.99	19335416	24997530.6	19	86083197	22241	128	1451673	11341.2	1186329	980381.35	1	1186329	13	365099387:269692824:268325656:364430485	42.45	279845800	307	1267548352	4128821.99	128	179
GCA_030867095.1	rAllMis1	Alligator mississippiensis	194	2346779227	12096800.14	255078640	253220346.1	4	486595084	19498	355	2330325380	6564296.85	38556409	50187616.61	18	130487753	19498	161	16453847	102197.81	768703	1203616.65	5	2756256	13	641042731:524796100:524027532:640459017	45.01	737172547	355	2330325380	6564296.85	161	194
GCA_030020295.1	rGavGan2	Gavialis gangeticus	160	2328538659	14553366.62	257319116	250550466	4	473287416	1000	278	2327430548	8372052.33	84235120	84404127.1	10	170598524	1000	118	1108111	9390.77	82028	142434.14	4	316809	13	638433228:525657514:525064017:638275789	45.15	700860151	278	2327430548	8372052.33	118	160
GCA_033958435.1	ASM3395843v1	Carettochelys insculpta	134	2180317067	16271022.89	130115908	166705416.7	5	383128740	15113	146	2180314667	14933662.1	126464372	151756025.3	5	383128740	15113	12	2400	200	200	200	6	200	200	593522446:496574228:496499984:593718009	45.55	731590676	146	2180314667	14933662.1	12	134
GCA_015237465.2	rCheMyd1	Chelonia mydas	92	2134358617	23199550.18	134428053	163989398.4	5	348265484	3063	390	2122398441	5442047.28	39415510	46322642.98	17	107684605	71	298	11960176	40134.82	873136	895276.1	5	1638132	13	594093851:466992810:467080695:594231085	44.01	669366587	390	2122398441	5442047.28	298	92
GCA_965140235.1	rCarCar2	Caretta caretta	36	2217236305	61589897.36	137541926	167853361.3	5	355489124	33007	97	2216652588	22852088.54	124322749	141095824.7	7	354291630	33007	61	583717	9569.13	70800	104810.46	3	199237	13	619178142:488940633:489151846:619381967	44.12	749235692	97	2216652588	22852088.54	61	36
GCA_965140285.1	rLepKem1	Lepidochelys kempii	54	2219022919	41093017.02	136730895	166091718.1	5	354026373	15871	273	2218980219	8128132.67	52784435	76490356.27	10	204525152	15871	219	42700	194.98	200	197.42	107	200	100	619388350:489971349:489923936:619696584	44.16	746293314	273	2218980219	8128132.67	219	54
GCA_965140295.1	rLepOli2	Lepidochelys olivacea	44	2206585630	50149673.41	137258246	167614530.1	5	355274122	1000	113	2206197640	19523872.92	91320439	91811558.71	9	207144602	1000	69	387990	5623.04	48716	57395.09	3	115128	13	616213173:486617814:486873811:616492842	44.13	753289069	113	2206197640	19523872.92	69	44
GCA_965152275.1	rNatDep1	Natator depressus	41	2173446978	53010901.9	134157645	163940182.3	5	349163694	16559	212	2173416477	10251964.51	77014821	80256082.43	10	197234058	16559	171	30501	178.37	200	187.87	77	200	100	606044774:480714793:480515564:606141346	44.23	702905724	212	2173416477	10251964.51	171	41
GCA_965152235.1	rEreImb1	Eretmochelys imbricata	57	2218003986	38912350.63	136542973	168625414.3	5	361961700	16779	188	2215232503	11783151.61	80323000	87635809.73	9	168211929	10909	131	2771483	21156.36	150605	192669.63	6	478691	13	619759139:487737236:487753917:619982211	44.04	722673888	188	2215232503	11783151.61	131	57
GCA_033349115.1	rMacSuw1	Macrochelys suwanniensis	199	1937254095	9734945.2	133157836	165437874.6	5	335304700	18435	560	1937181895	3459253.38	28400779	40323690.78	17	118820932	18435	361	72200	200	200	200	181	200	200	544689644:423981769:423943726:544566756	43.77	620799520	560	1937181895	3459253.38	361	199
GCA_009764565.4	rDerCor1	Dermochelys coriacea	41	2164778715	52799480.85	137568771	169519089.1	5	354452888	4772	709	2159184103	3045393.66	7029801	8982364.62	89	27993706	40	668	5594612	8375.17	87240	87449.98	25	153563	8	611488743:468001765:468035719:611657876	43.35	728247136	709	2159184103	3045393.66	668	41
GCA_028017835.1	rEmyOrb1	Emys orbicularis	106	2309740635	21790005.99	146456333	179851566.2	5	373885020	16962	254	2306416405	9080379.55	91255289	85606823.06	9	176114710	16962	148	3324230	22461.01	239976	240374.57	5	462822	13	637233251:516209752:515650131:637323271	44.74	804419438	254	2306416405	9080379.55	148	106
GCA_027887155.1	rMalTer1	Malaclemys terrapin	76	2211221380	29095018.16	144565223	173680106.5	5	356035893	10936	217	2209471813	10181897.76	75591180	71338515.11	11	138109357	10936	141	1749567	12408.28	383135	328080.17	2	582569	13	613741279:491178199:491132078:613420257	44.46	732773386	217	2209471813	10181897.76	141	76
GCA_045781085.1	rPanTec1	Pangshura tecta	449	2174585695	4843175.27	135935731	167524831.4	5	354212379	13735	709	2174533695	3067043.29	58728674	65410771.52	12	189234059	13735	260	52000	200	200	200	130	200	200	605577845:480654776:481877958:606423116	44.26	695854708	709	2174533695	3067043.29	260	449
GCA_032164245.1	rSteOdo2_p1.0	Sternotherus odoratus	218	1759411633	8070695.56	108345705	144429373.1	5	306559226	15166	771	1759301033	2281843.1	17031157	29330391.6	23	111721228	15166	553	110600	200	200	200	277	200	200	487234789:392026727:392309770:487729747	44.58	524038049	771	1759301033	2281843.1	553	218
GCA_007399415.1	rGopEvg1	Gopherus evgoodei	383	2298564209	6001473.13	147425149	177563723.1	5	370335144	5793	945	2269003890	2401062.32	12863190	16497608.78	52	62804385	1	562	29560319	52598.43	796286	1115874.14	10	3059779	1	633747107:500732402:500740158:633784223	44.14	752829714	945	2269003890	2401062.32	562	383
GCA_025201925.1	rGopFla2	Gopherus flavomarginatus	622	2460558587	3955881.97	162938067	191974041.6	5	380496693	1171	2488	2370920125	952942.17	6917139	9102287.11	96	43872830	14	1866	89638462	48037.76	345486	457803.29	78	1807615	4	655653381:529786609:529719108:655761027	44.69	838432467	2488	2370920125	952942.17	1866	622
GCA_040894355.2	rMyuGeo1	Myuchelys georgesi	109	1980039302	18165498.18	123447689	153727586.3	5	311452600	4000	186	1980023902	10645289.8	56181416	60515144.65	12	121452674	4000	77	15400	200	200	200	39	200	200	562196516:427857993:427630757:562338636	43.21	513516168	186	1980023902	10645289.8	77	109
GCA_045364815.1	rPodExp1	Podocnemis expansa	725	2565358608	3538425.67	300517188	267618792.5	4	435504880	1000	949	2565313808	2703175.77	24087131	30118886.3	32	71726202	1000	224	44800	200	200	200	112	200	200	715628856:569215699:565810798:714658455	44.25	855938152	949	2565313808	2703175.77	224	725
GCA_035149785.1	rCanAsp1	Candoia aspera	150	1530827941	10205519.61	209480725	188784683.8	3	343993754	1000	251	1530807741	6098835.62	55640180	65610401.75	9	165641000	1000	101	20200	200	200	200	51	200	200	451219564:314390544:314246548:450951085	41.07	506000891	251	1530807741	6098835.62	101	150
GCA_030867105.1	rLiaOli1	Liasis olivaceus	43	1486119866	34560927.12	203662644	184988443.3	3	332077321	11843	116	1485822150	12808811.64	65226870	76352614.06	8	203662644	11843	73	297716	4078.3	188868	122550.6	1	188868	13	444205699:298576045:298696409:444343997	40.2	440790352	116	1485822150	12808811.64	73	43
GCA_024294585.1	rVipLat1	Vipera latastei	56	1631568913	29135159.16	222489854	209533661.8	3	370625026	17313	825	1628021246	1973359.09	44839567	51385220.16	11	136351795	10079	769	3547667	4613.35	26592	36996.81	38	132685	13	480555638:333517548:333304619:480643441	40.96	721437013	825	1628021246	1973359.09	769	56
GCA_947247035.1	rVipUrs1	Vipera ursinii	384	1625023540	4231832.14	212821320	198305116.2	3	359753992	1000	2203	1624659740	737476.05	2137891	2709639.09	215	12662354	1000	1819	363800	200	200	200	910	200	200	480184006:332638650:332381887:479455197	40.93	727584680	2203	1624659740	737476.05	1819	384
GCA_964194415.1	rVipBer3	Vipera berus	479	1695017208	3538658.05	218396773	196366111.6	3	362934503	1000	1536	1694805808	1103389.2	4688414	5741619.53	108	23283494	1000	1057	211400	200	200	200	529	200	200	499358982:348302169:348169532:498975125	41.09	768854987	1536	1694805808	1103389.2	1057	479
GCA_009769535.1	rThaEle1	Thamnophis elegans	365	1672190305	4581343.3	100851885	114318965.3	6	186725308	616	1883	1634004602	867766.65	4620601	7583972.56	83	28276489	111	1518	38185703	25155.27	193953	321076.15	48	1336670	12	482321567:334547041:334612461:482523533	40.95	702622287	1883	1634004602	867766.65	1518	365
GCA_964273705.1	rNatHel1	Natrix helvetica	487	1777516490	3649931.19	172830377	203971522.6	4	376816054	1000	2497	1777114490	711699.84	1870695	2468923.95	266	11032010	1000	2010	402000	200	200	200	1005	200	200	517751106:370352668:370710615:518300101	41.7	809305022	2497	1777114490	711699.84	2010	487
GCA_031021105.1	rEryReg1	Erythrolamprus reginae	400	1964049041	4910122.6	259117534	235343916.2	3	426559836	1000	1791	1963770841	1096466.13	3064756	4299681.78	172	16736476	1000	1391	278200	200	200	200	696	200	200	576922689:404954894:405132830:576760428	41.25	1036195077	1791	1963770841	1096466.13	1391	400
GCA_037176765.1	rAnoSag1	Anolis sagrei	29	1950830970	67270033.45	249210491	223561313.7	4	345351809	15578	220	1950792770	8867239.86	43146625	47117479.37	14	130602597	15578	191	38200	200	200	200	96	200	200	572400520:402820332:403114891:572457027	41.31	878661096	220	1950792770	8867239.86	191	29
GCA_047715975.1	rBraPum1	Bradypodion pumilum	73	2467904324	33806908.55	387402510	356979774.9	3	523729189	23047	182	2467882524	13559794.09	44366450	51369677.98	18	123442637	23047	109	21800	200	200	200	55	200	200	678650256:555297710:554608635:679325923	44.97	1379902337	182	2467882524	13559794.09	109	73
GCA_030440675.1	rFurPar1	Furcifer pardalis	11	1609777135	146343375.9	184669281	201941111.9	4	317477549	17803144	23	1609766112	69989830.96	158731830	147483924	4	292066526	1917703	12	11023	918.58	1000	997.96	6	1000	23	467135597:337700089:337760843:467169583	41.96	668985360	23	1609766112	69989830.96	12	11
GCA_030412105.1	rCycPin1	Cyclura pinguis	30	1983631412	66121047.07	291724653	260116832	3	392530567	16631	58	1982549248	34181883.59	112814430	111112896	7	196623253	16631	28	1082164	38648.71	828982	651385.18	1	828982	13	578912822:412786019:412377131:578473276	41.62	635161553	58	1982549248	34181883.59	28	30
GCA_023053635.2	rElgMul1	Elgaria multicarinata webbii	35	1790519499	51157699.97	121985326	127614644.5	6	220126562	12108	108	1790506799	16578766.66	85762895	76953367.51	8	153590138	12108	73	12700	173.97	200	185.04	32	200	100	506051875:389356489:389814490:505283945	43.52	715990190	108	1790506799	16578766.66	73	35
GCA_029215775.1	rAnnSte1	Anniella stebbinsi	134	1890507581	14108265.53	275917861	286712641.2	3	424413838	12895	155	1890505481	12196809.55	120109455	144325361.1	5	280985737	12895	21	2100	100	100	100	11	100	100	532027977:413001293:413308012:532168199	43.71	734045188	155	1890505481	12196809.55	21	134
GCA_021292165.1	rShiCro1	Shinisaurus crocodilurus	1553	2189995079	1410170.69	296945371	213535249.9	4	321223554	1560	2405	2189909879	910565.44	3338364	4261531.47	196	30777962	1560	852	85200	100	100	100	426	100	100	603474197:491458716:491318509:603658457	44.88	936503049	2405	2189909879	910565.44	852	1553
GCA_009819535.1	rLacAgi1	Lacerta agilis	29	1391406172	47979523.17	86565987	86267453.61	7	133750839	7832	408	1387915094	3401752.68	6613248	9763086.23	57	37748703	891	379	3491078	9211.29	110865	236614.39	8	665664	13	390378453:303624186:303576818:390335637	43.75	473818426	408	1387915094	3401752.68	379	29
GCA_963506605.1	rZooViv1	Zootoca vivipara	49	1440256436	29392988.49	96056580	88978381.29	7	135718641	7000	732	1440119836	1967376.83	3447840	4348997.21	122	12667073	7000	683	136600	200	200	200	342	200	200	403009191:317163828:317255378:402691439	44.05	535447940	732	1440119836	1967376.83	683	49
GCA_027172205.1	rPodRaf1	Podarcis raffonei	27	1513131503	56041907.52	93623253	90718876.9	7	139138986	358	57	1513108387	26545761.18	61439401	62625318.64	10	104751829	358	30	23116	770.53	6169	5551.31	2	9101	23	425652288:331473293:331350305:424632501	43.81	572535690	57	1513108387	26545761.18	30	27
GCA_951804945.1	rPodCre2.1	Podarcis cretensis	51	1507627055	29561314.8	94621998	92835346.36	7	141635579	17088	98	1507617655	15383853.62	65743000	67229247.03	8	141635579	17088	47	9400	200	200	200	24	200	200	423121495:330614264:330843683:423038213	43.87	576157033	98	1507617655	15383853.62	47	51
GCA_964188175.1	rPodSic1	Podarcis siculus	294	1571381643	5344835.52	94541350	86696623.92	7	137310647	1000	1056	1571229243	1487906.48	3060007	3742525.38	160	16496121	1000	762	152400	200	200	200	381	200	200	437886598:348958993:347374399:437009253	44.32	627526299	1056	1571229243	1487906.48	762	294
GCA_964188315.1	rPodMur119	Podarcis muralis	185	1522641370	8230493.89	91987695	89980639.16	7	137271248	1000	1012	1522475970	1504422.9	3229453	3929026.33	147	18850722	1000	827	165400	200	200	200	414	200	200	424361088:336765179:336689648:424660055	44.23	567104476	1012	1522475970	1504422.9	827	185
GCA_964188305.1	rPodBoc1	Podarcis bocagei	507	1615206822	3185812.27	94948854	88992704.82	8	142668688	1000	1512	1615005807	1068125.53	2681335	3425874.33	178	17939469	1000	1005	201015	200.01	200	200.02	503	215	200	449622048:358284551:358138739:448960469	44.36	660956047	1512	1615005807	1068125.53	1005	507
GCA_964106915.2	rPodGai1	Podarcis gaigeae	211	1514643635	7178405.85	91932266	89447334.5	7	138852535	1000	1094	1514467035	1384339.15	2858450	3402672.4	165	10336902	1000	883	176600	200	200	200	442	200	200	425559023:331713013:331903403:425291596	43.82	572048475	1094	1514467035	1384339.15	883	211
GCA_964106645.2	rPodPit1	Podarcis pityusensis	336	1515373509	4510040.21	91584625	88804632.05	7	139677321	1000	1842	1515072309	822514.83	1611619	2023802.08	280	8320037	1000	1506	301200	200	200	200	753	200	200	424218376:333082572:333181656:424589705	43.98	569258491	1842	1515072309	822514.83	1506	336
GCA_964252035.1	rPodErh1	Podarcis erhardii	326	1495994634	4588940.6	93518625	90113069.07	7	140107003	1000	1162	1495827434	1287286.95	3226442	3819766.34	146	15006460	1000	836	167200	200	200	200	418	200	200	420513173:327486532:327663264:420164465	43.8	570202673	1162	1495827434	1287286.95	836	326
GCA_964234715.1	rPodMel1	Podarcis melisellensis	386	1574923724	4080113.27	91073809	84503716.71	8	136756110	1000	1209	1574759124	1302530.29	3027832	3825916.96	151	13723431	1000	823	164600	200	200	200	412	200	200	440933490:350453846:342907713:440464075	44.03	625431772	1209	1574759124	1302530.29	823	386
GCA_964270895.1	rPodFil1	Podarcis filfolensis	349	1506966124	4317954.51	91563485	87487007.25	7	136390025	1000	1221	1506791724	1234063.66	3042058	4055273.35	141	17513984	1000	872	174400	200	200	200	436	200	200	423691689:329994949:329831462:423273624	43.79	564959872	1221	1506791724	1234063.66	872	349
GCA_965112155.1	rPodLio1	Podarcis liolepis	290	1574020868	5427658.17	95422932	88055101.97	7	139441615	1000	1211	1573836668	1299617.4	2883979	3351220.08	172	12631870	1000	921	184200	200	200	200	461	200	200	440058743:346652214:346724603:440401108	44.06	622738483	1211	1573836668	1299617.4	921	290
