Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Complete_BUSCO,Single_BUSCO,Duplicated_BUSCO,Fragmented_BUSCO,Missing_BUSCO,STOP_BUSCO,Frameshift_BUSCO,Complete_Compleasm,Single_Compleasm,Duplicated_Compleasm,Retrocopy_Compleasm,Fragmented_Compleasm,Missing_Compleasm,Frameshift_Compleasm,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content,# soft-masked bases,# segments,Total segment length,Average segment length,# gaps,# paths,Technology,Extended lineage,Assembly tech,Complete_BUSCO_log10p1,Single_BUSCO_log10p1,Duplicated_BUSCO_log10p1,Fragmented_BUSCO_log10p1,Missing_BUSCO_log10p1,STOP_BUSCO_log10p1,Frameshift_BUSCO_log10p1,Complete_Compleasm_log10p1,Single_Compleasm_log10p1,Duplicated_Compleasm_log10p1,Retrocopy_Compleasm_log10p1,Fragmented_Compleasm_log10p1,Missing_Compleasm_log10p1,Frameshift_Compleasm_log10p1,# scaffolds_log10p1,Total scaffold length_log10p1,Average scaffold length_log10p1,Scaffold N50_log10p1,Scaffold auN_log10p1,Scaffold L50_log10p1,Largest scaffold_log10p1,Smallest scaffold_log10p1,# contigs_log10p1,Total contig length_log10p1,Average contig length_log10p1,Contig N50_log10p1,Contig auN_log10p1,Contig L50_log10p1,Largest contig_log10p1,Smallest contig_log10p1,# gaps in scaffolds_log10p1,Total gap length in scaffolds_log10p1,Average gap length in scaffolds_log10p1,Gap N50 in scaffolds_log10p1,Gap auN in scaffolds_log10p1,Gap L50 in scaffolds_log10p1,Largest gap in scaffolds_log10p1,Smallest gap in scaffolds_log10p1,Base composition (A:C:G:T)_log10p1,GC content_log10p1,# soft-masked bases_log10p1,# segments_log10p1,Total segment length_log10p1,Average segment length_log10p1,# gaps_log10p1,# paths_log10p1
GCA_965113315.1,reptiles,21,944,11,4640.64,4313,1167,14595,3,6,12,0,2,0,1,0,6,1,11,0,0,965113315,1,9,20,15,30,45,27.5,3371,3322,49,6,13,63,181,3371,3343,18,10,7,12,50,285,1614928384,5666415.38,99219926,93249391.22,7,141902957,1000,1234,1614738584,1308540.18,2971493,3609242.9,165,15013544,1000,949,189800,200,200,200,475,200,200,,44.23,657233103,1234,1614738584,1308540.18,949,285,HiFi,Lepidosauria,HiFi,3.527887566,3.521530341,1.698970004,0.84509804,1.146128036,1.806179974,2.260071388,3.527887566,3.524266269,1.278753601,1.041392685,0.903089987,1.113943352,1.707570176,2.456366033,9.208153268,6.753308484,7.996598903,7.96964601,0.903089987,8.151991449,3.000434077,3.091666958,9.208102223,6.116787395,6.472974858,6.557416231,2.220108088,7.17648325,3.000434077,2.977723605,5.278298496,2.303196057,2.303196057,2.303196057,2.677606953,2.303196057,2.303196057,,1.655426588,8.81771943,3.091666958,9.208102223,6.116787395,2.977723605,2.456366033
GCA_965153285.1,reptiles,21,1024,18,3433.89,3428,870,7915,4,10,7,0,4,0,0,0,10,1,6,0,0,965153285,1,14,20,20,50,70,45,3371,3330,41,4,15,68,185,3371,3353,11,7,6,13,57,258,1462327121,5667934.58,89160134,86585639.72,7,135084514,1000,1282,1462122321,1140501.03,2556791,3109762.24,174,11282361,1000,1024,204800,200,200,200,512,200,200,,44.04,531378258,1282,1462122321,1140501.03,1024,258,HiFi,Lepidosauria,HiFi,3.527887566,3.522574633,1.62324929,0.698970004,1.204119983,1.838849091,2.269512944,3.527887566,3.525563058,1.079181246,0.903089987,0.84509804,1.146128036,1.763427994,2.413299764,9.165044535,6.753424906,7.950170717,7.937445875,0.903089987,8.130605568,3.000434077,3.108226656,9.164983707,6.057096063,6.407695399,6.492727326,2.243038049,7.05240003,3.000434077,3.010723865,5.311332073,2.303196057,2.303196057,2.303196057,2.710117365,2.303196057,2.303196057,,1.653598382,8.725403782,3.108226656,9.164983707,6.057096063,3.010723865,2.413299764
GCF_009819535.1,reptiles,21,376,3,3723.67,1012,595,9564,0,3,18,0,0,0,0,0,3,1,17,0,0,9819535,1,3,20,0,15,15,7.5,3358,3283,75,6,26,95,348,3362,3318,26,18,6,22,147,29,1391406172,47979523.17,86565987,86267453.61,7,133750839,7832,408,1387915094,3401752.68,6613248,9763086.23,57,37748703,891,379,3491078,9211.29,110865,236614.39,8,665664,13,,43.75,473818426,408,1387915094,3401752.68,379,29,CLR,Lepidosauria,CLR I,3.526210004,3.516403148,1.880813592,0.84509804,1.431363764,1.982271233,2.542825427,3.526726867,3.521007252,1.431363764,1.278753601,0.84509804,1.361727836,2.170261715,1.477121255,9.143453926,7.681055937,7.93734729,7.935846984,0.903089987,8.126296518,3.893928127,2.611723308,9.142362899,6.531702863,6.820414875,6.98958717,1.763427994,7.576902046,2.950364854,2.579783597,6.542959677,3.964367601,5.044798379,5.374042989,0.954242509,5.823255723,1.146128036,,1.65079304,8.675611947,2.611723308,9.142362899,6.531702863,2.579783597,1.477121255
GCF_029931775.1,reptiles,21,153,6,4749,2907,683,10951,1,4,15,0,0,0,1,0,4,0,15,0,0,29931775,1,5,21,4.761904762,19.04761905,23.80952381,14.28571429,3369,3322,47,3,18,70,124,3373,3348,20,5,4,13,59,592,1781933648,3010023.05,102317683,100709201.8,7,183506054,1000,745,1777888608,2386427.66,26991305,32876225.9,20,98702465,1000,153,4045040,26438.17,109575,163586.28,10,499096,13,,44.68,700635645,745,1777888608,2386427.66,153,592,HiFi,Lepidosauria,HiFi,3.527629901,3.521530341,1.681241237,0.602059991,1.278753601,1.851258349,2.096910013,3.528145078,3.524915148,1.322219295,0.77815125,0.698970004,1.146128036,1.77815125,2.773054693,9.250891529,6.478569966,8.009950701,8.003069158,0.903089987,8.263650399,3.000434077,2.872738827,9.249904547,6.377748456,7.431223899,7.516881969,1.322219295,7.994328003,3.000434077,2.187520721,6.606922928,4.422247817,5.039715443,5.213749531,1.041392685,5.698184959,1.146128036,,1.659726095,8.845492229,2.872738827,9.249904547,6.377748456,2.187520721,2.773054693
GCF_901001135.1,amphibians,20,3257,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,19,0,0,901001135,1,0,19,0,0,0,0,3346,3241,105,12,32,64,329,3349,3271,70,8,13,28,134,1330,5319239186,3999427.96,486875112,485923529.8,4,839681426,120,4903,5285283346,1077969.27,3216284,3943941.11,489,16348592,52,3573,33955840,9503.45,136639,199887.02,67,771063,4,,44.4,2309964629,4903,5285283346,1077969.27,3573,1330,CLR,Amphibians,CLR II,3.524655712,3.510813011,2.025305865,1.113943352,1.51851394,1.812913357,2.51851394,3.525044807,3.514813295,1.851258349,0.954242509,1.146128036,1.462397998,2.130333768,3.124178055,9.725849519,6.601997987,8.687417576,8.68656793,0.698970004,8.924114547,2.08278537,3.690550462,9.723068275,6.032606783,6.507354525,6.595930532,2.69019608,7.213480382,1.72427587,3.553154548,7.530914491,3.97792699,5.135577853,5.300786766,1.832508913,5.887090427,0.698970004,,1.657055853,9.36360533,3.690550462,9.723068275,6.032606783,3.553154548,3.124178055
GCF_902459505.1,amphibians,20,424,10,2679.8,2155,758,7594,1,8,11,0,1,0,0,0,8,1,10,0,0,902459505,1,9,19,5.263157895,42.10526316,47.36842105,26.31578947,3334,3253,81,12,44,74,183,3337,3292,21,24,13,40,77,164,3779430017,23045304.98,272612222,317611545.6,5,550518975,2393,597,3773927304,6321486.27,20656571,27030387.45,53,104402355,405,433,5502713,12708.34,112069,158328.68,13,430889,13,,43.24,1971591364,597,3773927304,6321486.27,433,164,CLR,Amphibians,CLR II,3.523095838,3.512417549,1.913813852,1.113943352,1.653212514,1.875061263,2.264817823,3.523486332,3.517591731,1.342422681,1.397940009,1.146128036,1.612783857,1.892094603,2.217483944,9.577426308,7.362582479,8.435545324,8.501896283,0.77815125,8.740772293,3.379124146,2.776701184,9.57679353,6.800819268,7.315058251,7.431852287,1.73239376,8.018710299,2.608526034,2.63748973,6.740576941,4.104122998,5.049489372,5.199562334,1.146128036,5.634366415,1.146128036,,1.645815118,9.294816907,2.776701184,9.57679353,6.800819268,2.63748973,2.217483944
GCA_017639675.1,fish,20,1154,25,5749.36,6129,616,14024,10,6,3,0,8,0,2,0,6,0,3,0,0,17639675,1,16,20,50,30,80,62.5,2983,2940,43,47,360,62,206,2987,2958,28,1,51,352,101,41,461946147,11266979.2,20392628,27405405.76,8,55692580,11237,1199,453790189,378473.89,956540,1155081.86,145,5282126,682,1158,8155958,7043.14,96592,117936.7,26,371799,13,,45.01,122641767,1199,453790189,378473.89,1158,41,CLR,Ray-finned fishes,CLR,3.474798819,3.468495025,1.643452676,1.681241237,2.557507202,1.799340549,2.315970345,3.475380593,3.471144965,1.462397998,0.301029996,1.716003344,2.547774705,2.008600172,1.62324929,8.66459135,7.051807531,7.309473218,7.437836252,0.954242509,7.745797345,4.050689028,3.079181246,8.656855103,5.578037071,5.98070359,6.06261314,2.164352856,6.722808839,2.834420704,3.064083436,6.911475034,3.847827979,4.984945655,5.071652654,1.431363764,5.570309385,1.146128036,,1.662852233,8.088638403,3.079181246,8.656855103,5.578037071,3.064083436,1.62324929
GCA_044231675.1,fish,20,90,11,3935.27,4001,1236,5326,6,5,9,0,0,0,6,1,4,1,8,0,0,44231675,1,11,20,30,25,55,27.5,3337,3308,29,14,39,58,170,3335,3324,10,1,20,35,123,300,492062741,1640209.14,23137118,23990486.22,9,36199747,1000,400,492052741,1230131.85,17238139,16939810.13,11,30934342,1000,100,10000,100,100,100,50,100,100,,43.48,118391044,400,492052741,1230131.85,100,300,HiFi,Ray-finned fishes,HiFi,3.523486332,3.519696767,1.477121255,1.176091259,1.602059991,1.770852012,2.23299611,3.523226042,3.52179165,1.041392685,0.301029996,1.322219295,1.556302501,2.093421685,2.478566496,8.692020482,6.214899492,7.36430928,7.380039068,1,7.558705547,3.000434077,2.603144373,8.692011656,6.089952016,7.236490404,7.228908564,1.079181246,7.490440897,3.000434077,2.004321374,4.000043427,2.004321374,2.004321374,2.004321374,1.707570176,2.004321374,2.004321374,,1.648164779,8.073318854,2.603144373,8.692011656,6.089952016,2.004321374,2.478566496
GCA_049190665.1,fish,20,1314,17,2342.53,1881,609,5749,9,2,6,0,1,0,8,0,2,0,6,0,0,49190665,1,11,20,45,10,55,42.5,3331,3093,238,15,44,85,192,3336,3125,208,3,20,34,91,2987,735065728,246088.29,27841354,27527018.69,10,61963674,1907,4352,734796728,168841.16,776167,1258548.25,226,5807458,1416,1365,269000,197.07,200,198.51,673,200,100,,45.02,289138381,4352,734796728,168841.16,1365,2987,HiFi,Ray-finned fishes,HiFi,3.522704993,3.490520309,2.378397901,1.204119983,1.653212514,1.934498451,2.285557309,3.523356207,3.494988974,2.320146286,0.602059991,1.322219295,1.544068044,1.963787827,3.475380593,8.866326175,5.391092713,7.444690368,7.439759194,1.041392685,7.792137167,3.28057837,3.638788667,8.866167214,5.227480899,5.889955734,6.099870215,2.356025857,6.763986152,3.15136985,3.135450699,5.429753894,2.296818702,2.303196057,2.299964669,2.828659897,2.303196057,2.004321374,,1.662946614,8.461105746,3.638788667,8.866167214,5.227480899,3.135450699,3.475380593
GCF_013347855.1,fish,20,640,17,5064.35,4878,1056,14384,7,4,8,0,4,0,3,0,4,1,7,0,0,13347855,1,11,19,36.84210526,21.05263158,57.89473684,44.73684211,3355,3011,344,9,26,34,140,3361,3155,204,2,9,20,79,53,979029243,18472249.87,57205429,57127856.57,7,88055840,7279,693,975160744,1407158.36,5114673,6636859.08,54,23793964,555,640,3868499,6044.53,142494,156039.37,10,397544,9,,43.64,257515586,693,975160744,1407158.36,640,53,CLR,Ray-finned fishes,CLR,3.525821952,3.478854968,2.537819095,1,1.431363764,1.544068044,2.149219113,3.526597709,3.499136995,2.311753861,0.477121255,1,1.322219295,1.903089987,1.73239376,8.990795665,7.266519818,7.757437254,7.756847937,0.903089987,7.944758169,3.862131379,2.84135947,8.98907621,6.148343284,6.708817958,6.821962662,1.740362689,7.376466818,2.745074792,2.80685803,6.587542601,3.781434381,5.153799626,5.193236971,1.041392685,5.599386296,1,,1.649724186,8.410803521,2.84135947,8.98907621,6.148343284,2.80685803,1.73239376
GCF_900700375.1,fish,20,348,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,900700375,1,0,20,0,0,0,0,3333,3006,327,10,47,65,207,3330,3047,281,2,19,41,124,461,567417970,1230841.58,22793177,25377924.1,9,42171479,8882,925,562769583,608399.55,3059612,3653736.25,53,11643062,193,464,4648387,10018.08,189773,236768.78,8,518837,13,,43.69,159692746,925,562769583,608399.55,464,461,CLR,Ray-finned fishes,CLR,3.522965595,3.478133428,2.515873844,1.041392685,1.681241237,1.819543936,2.318063335,3.522574633,3.484014963,2.450249108,0.477121255,1.301029996,1.62324929,2.096910013,2.664641976,8.753903086,6.090202512,7.357804882,7.404456111,1,7.625018843,3.948559662,2.966610987,8.750330617,5.784189598,6.485666498,6.562737313,1.73239376,7.066067247,2.28780173,2.667452953,6.667302371,4.000827844,5.278236712,5.374326271,0.954242509,5.715031777,1.146128036,,1.650210355,8.203285192,2.966610987,8.750330617,5.784189598,2.667452953,2.664641976
GCA_019207075.1,invertebrate,20,90,20,3909.6,3750,2292,6478,3,17,0,0,0,0,3,0,17,0,0,0,0,19207075,1,20,20,15,85,100,50,,,,,,,,,,,,,,,79,405532174,5133318.66,19726665,20996657.52,9,30627739,15847,187,405040145,2165990.08,8162029,8699649.09,17,19841772,1,108,492029,4555.82,253331,131692.13,1,253331,60,,41.51,59950484,187,405040145,2165990.08,108,79,,Other Deuterostomes,CLR,,,,,,,,,,,,,,,1.903089987,8.608025317,6.710398309,7.295053691,7.322150185,1,7.486114952,4.199974463,2.274157849,8.607498071,6.335656664,6.911798187,6.939501785,1.255272505,7.297580477,0.301029996,2.037426498,5.691991583,3.658661874,5.403690052,5.11956312,0.301029996,5.403690052,1.785329835,,1.628491105,7.777792701,2.274157849,8.607498071,6.335656664,2.037426498,1.903089987
GCA_043880595.1,mammals,20,668,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,43880595,1,0,19,0,0,0,0,3376,3302,74,7,7,256,754,3381,3341,12,28,4,5,91,419,2124740378,5070979.42,120949103,130170704.7,7,244117117,2177,1285,2080266234,1618884.23,22627155,25679021.72,28,73915687,4,866,44474144,51355.82,318869,378605.17,46,1495257,1,,41.88,636038425,1285,2080266234,1618884.23,866,419,HiFi,Mammals,HiFi,3.528531061,3.518908574,1.875061263,0.903089987,0.903089987,2.409933123,2.877946952,3.529173603,3.524006446,1.113943352,1.462397998,0.698970004,0.77815125,1.963787827,2.62324929,9.327305871,6.705091934,8.082602655,8.114513259,0.903089987,8.387598234,3.338057875,3.109240969,9.31811892,6.209216061,7.354629971,7.409578492,1.462397998,7.868736624,0.698970004,2.938019097,7.648107608,4.710598124,5.503613662,5.578187687,1.672097858,6.174716135,0.301029996,,1.632254777,8.803483354,3.109240969,9.31811892,6.209216061,2.938019097,2.62324929
GCA_048338725.1,mammals,20,0,35,15576.8,14633,6009,29435,16,3,1,16,0,0,0,3,0,1,0,0,0,48338725,1,19,20,80,15,95,87.5,3380,3353,27,1,9,172,482,3389,3368,14,7,0,1,54,20,2633166191,131658309.6,144930921,156255536.6,8,293184154,43245276,20,2633166191,131658309.6,144930921,156255536.6,8,293184154,43245276,0,0,0,0,0,0,0,0,,42.55,984911871,20,2633166191,131658309.6,0,20,HiFi,Mammals,HiFi,3.529045171,3.525563058,1.447158031,0.301029996,1,2.238046103,2.683947131,3.530199698,3.527501011,1.176091259,0.903089987,0,0.301029996,1.740362689,1.322219295,9.42047827,8.119448278,8.161161055,8.193835417,0.954242509,8.467140495,7.635938683,1.322219295,9.42047827,8.119448278,8.161161055,8.193835417,0.954242509,8.467140495,7.635938683,0,0,0,0,0,0,0,0,,1.638988159,8.993397372,1.322219295,9.42047827,8.119448278,0,1.322219295
GCA_048771875.1,mammals,20,108,7,3010.14,2828,533,5167,3,4,13,0,0,0,3,0,4,0,13,0,0,48771875,1,7,20,15,20,35,17.5,3364,3329,35,5,21,190,499,3370,3355,12,3,4,16,53,535,2184404205,4082998.51,108787391,112938388.3,8,209091037,7689,652,2184385005,3350283.75,38834406,41132391.27,20,100330347,7689,117,19200,164.1,200,178.13,48,200,100,,42.28,657130169,652,2184385005,3350283.75,117,535,HiFi,Mammals,nan,3.526985069,3.522444234,1.556302501,0.77815125,1.342422681,2.281033367,2.698970004,3.527758753,3.525821952,1.113943352,0.602059991,0.698970004,1.230448921,1.73239376,2.72916479,9.339333004,6.610979328,8.036578565,8.05284159,0.954242509,8.320335419,3.88592634,2.814913181,9.339329187,6.52508172,7.589216678,7.614183969,1.322219295,8.001432319,3.88592634,2.071882007,4.283323848,2.217747073,2.303196057,2.253168326,1.69019608,2.303196057,2.004321374,,1.636287252,8.817651407,2.814913181,9.339329187,6.52508172,2.071882007,2.72916479
GCA_964271855.1,mammals,20,184,23,5120.3,3924,529,12713,5,13,2,0,5,0,0,0,13,0,2,0,0,964271855,1,18,20,25,65,90,57.5,3372,3295,77,3,15,159,355,3374,3340,16,18,5,11,53,113,2350237540,20798562.3,122851966,119960172,9,187704340,11000,297,2350217440,7913190.03,29281624,35465138.15,23,112549200,11000,184,20100,109.24,100,116.92,84,200,100,,42.87,786428778,297,2350217440,7913190.03,184,113,HiFi,Mammals,HiFi,3.528016341,3.517987203,1.892094603,0.602059991,1.204119983,2.204119983,2.551449998,3.528273777,3.523876476,1.230448921,1.278753601,0.77815125,1.079181246,1.73239376,2.056904851,9.371111759,7.318033336,8.089382114,8.079037083,1,8.273474317,4.041432165,2.474216264,9.371108045,6.89835165,7.466595174,7.549801668,1.380211242,8.051342416,4.041432165,2.267171728,4.303217664,2.042339205,2.004321374,2.071587471,1.929418926,2.303196057,2.004321374,,1.642167634,8.895659398,2.474216264,9.371108045,6.89835165,2.267171728,2.056904851
GCF_007474595.2,mammals,20,840,6,3654.67,4016,530,6699,0,5,14,0,0,0,0,0,5,0,14,0,0,7474595,2,5,20,0,25,25,15,3357,3323,34,17,16,233,729,3363,3345,8,10,14,13,149,55,2407827299,43778678.16,147275701,150205022.8,7,240012660,17044,897,2405047953,2681212.88,7503561,9449521.31,94,34360538,20,842,2779346,3300.89,84440,152393.84,8,378177,1,,41.7,810347934,897,2405047953,2681212.88,842,55,CLR,Mammals,CLR I,3.526080692,3.521661015,1.544068044,1.255272505,1.230448921,2.369215857,2.86332286,3.526855987,3.524525937,0.954242509,1.041392685,1.176091259,1.146128036,2.176091259,1.748188027,9.381625334,7.641262654,8.168131102,8.176684458,0.903089987,8.380234152,4.231597006,2.953276337,9.38112374,6.428331459,6.875267475,6.975409855,1.977723605,7.536059968,1.322219295,2.925827575,6.443942772,3.518762601,4.926553368,5.182970262,0.954242509,5.577696261,0.301029996,,1.630427875,8.90867153,2.953276337,9.38112374,6.428331459,2.925827575,1.748188027
GCF_009762305.2,mammals,20,177,5,8159.8,7699,3385,13870,0,5,15,0,0,0,0,0,5,1,14,0,0,9762305,2,5,19,0,26.31578947,26.31578947,13.15789474,3382,3143,239,1,7,310,725,3387,3250,16,121,0,3,106,47,2409685310,51269900.21,147124152,148471914,7,216121386,6074,232,2391147534,10306670.41,31618759,36884994.79,24,88945600,382,185,18537776,100204.19,770694,675946.21,10,1132708,5,,41.4,800288063,232,2391147534,10306670.41,185,47,CLR,Mammals,CLR I,3.529301998,3.497482537,2.380211242,0.301029996,0.903089987,2.492760389,2.860936621,3.529943402,3.512016969,1.230448921,2.086359831,0,0.602059991,2.029383778,1.681241237,9.38196033,7.709862481,8.167683976,8.17164431,0.903089987,8.334697746,3.783546282,2.367355921,9.378606373,7.01311843,7.499944834,7.566849738,1.397940009,7.949124474,2.583198774,2.269512944,7.268057654,5.000890216,5.886882541,5.82991278,1.041392685,6.054118351,0.77815125,,1.627365857,8.90324634,2.367355921,9.378606373,7.01311843,2.269512944,1.681241237
GCF_027409185.1,mammals,20,116,19,11634.4,11593,2273,25701,3,14,3,0,2,0,1,1,13,0,3,0,0,27409185,1,17,20,15,70,85,47.5,3382,3265,117,2,6,265,586,3386,3308,20,58,1,3,68,131,2814434834,21484235.37,165781880,165501678,7,304471933,16714,247,2814402334,11394341.43,69195939,84556919.3,12,229428798,16714,116,32500,280.17,200,343.08,35,500,200,,40.24,1012723109,247,2814402334,11394341.43,116,131,HiFi,Mammals,HiFi,3.529301998,3.51401618,2.071882007,0.477121255,0.84509804,2.424881637,2.768638101,3.529815197,3.519696767,1.322219295,1.770852012,0.301029996,0.602059991,1.838849091,2.120573931,9.449391198,7.332119922,8.219537063,8.218802404,0.903089987,8.483547266,4.223106381,2.394451681,9.449386182,7.056689267,7.840080613,7.927149157,1.113943352,8.360647932,4.223106381,2.068185862,4.511896724,2.448968981,2.303196057,2.53665943,1.556302501,2.699837726,2.303196057,,1.615318657,9.005490721,2.394451681,9.449386182,7.056689267,2.068185862,2.120573931
GCF_028018385.1,mammals,20,181,21,10712.6,10088,1741,22312,7,9,4,0,5,0,2,0,9,1,3,0,0,28018385,1,16,20,35,45,80,52.5,3383,3327,56,3,4,217,538,3387,3345,7,35,2,1,59,34,2468361932,72598880.35,150204169,151529177,7,243997075,16839,215,2466998080,11474409.67,51579577,56951881.14,16,151393616,16839,181,1363852,7535.09,95575,177140.42,3,327273,13,,41.79,834068756,215,2466998080,11474409.67,181,34,HiFi,Mammals,HiFi,3.529430354,3.522183318,1.755874856,0.602059991,0.698970004,2.338456494,2.731588765,3.529943402,3.524525937,0.903089987,1.556302501,0.477121255,0.301029996,1.77815125,1.544068044,9.39240884,7.860929929,8.17668199,8.180496267,0.903089987,8.387384622,4.226342087,2.334453751,9.392168812,7.059730389,7.712477785,7.755508081,1.230448921,8.180107565,4.226342087,2.260071388,6.134767563,3.877146076,4.980348851,5.248320122,0.602059991,5.514911505,1.146128036,,1.631342286,8.921201853,2.334453751,9.392168812,7.059730389,2.260071388,1.544068044
GCF_030435805.1,mammals,20,39,30,11153.3,9900,915,25484,11,8,1,1,10,0,0,2,6,1,0,0,0,30435805,1,19,20,55,40,95,75,3382,3281,101,2,6,225,547,3388,3320,10,58,1,1,53,26,2586285479,99472518.42,154078643,165290537.5,7,290104894,16552,65,2586277679,39788887.37,83356672,90759971.64,11,171611272,16552,39,7800,200,200,200,20,200,200,,41.85,931263626,65,2586277679,39788887.37,39,26,HiFi,Mammals,HiFi,3.529301998,3.516138577,2.008600172,0.477121255,0.84509804,2.354108439,2.738780558,3.530071569,3.521268876,1.041392685,1.770852012,0.301029996,0.301029996,1.73239376,1.431363764,9.412676462,7.997703118,8.187742448,8.218247995,0.903089987,8.462555057,4.218876715,1.819543936,9.412675152,7.599761806,7.920940372,7.957894356,1.079181246,8.234545813,4.218876715,1.602059991,3.892150278,2.303196057,2.303196057,2.303196057,1.322219295,2.303196057,2.303196057,,1.631950826,8.969072641,1.819543936,9.412675152,7.599761806,1.602059991,1.431363764
GCA_046126795.1,reptiles,20,272,11,2778.45,2108,697,8875,3,8,9,0,0,0,3,0,8,1,8,0,0,46126795,1,11,19,15.78947368,42.10526316,57.89473684,28.94736842,3355,3205,150,6,29,78,195,3355,3230,122,3,10,25,49,327,2282721590,6980799.97,146217707,161316072.9,6,301686990,9686,601,2282666790,3798114.46,18158878,23810694.13,34,66036565,9686,274,54800,200,200,200,137,200,200,,45.95,995103385,601,2282666790,3798114.46,274,327,HiFi,Lepidosauria,HiFi,3.525821952,3.505963518,2.178976947,0.84509804,1.477121255,1.897627091,2.292256071,3.525821952,3.509336958,2.089905111,0.602059991,1.041392685,1.414973348,1.698970004,2.515873844,9.358452947,6.843905256,8.164999972,8.207677644,0.84509804,8.479556583,3.9861893,2.779596491,9.358442521,6.579568163,7.259089035,7.376772074,1.544068044,7.819784481,3.9861893,2.439332694,4.738788483,2.303196057,2.303196057,2.303196057,2.139879086,2.303196057,2.303196057,,1.671635597,8.997868204,2.779596491,9.358442521,6.579568163,2.439332694,2.515873844
GCA_947247035.1,reptiles,20,1794,25,6543.56,5011,1028,14292,9,9,2,0,7,0,2,0,9,1,1,0,0,947247035,1,18,19,47.36842105,47.36842105,94.73684211,65.78947368,3292,3256,36,25,73,91,247,3302,3284,14,4,24,64,69,384,1625023540,4231832.14,212821320,198305116.2,3,359753992,1000,2203,1624659740,737476.05,2137891,2709639.09,215,12662354,1000,1819,363800,200,200,200,910,200,200,,40.93,727584680,2203,1624659740,737476.05,1819,384,HiFi,Lepidosauria,HiFi,3.517591731,3.512817759,1.568201724,1.414973348,1.86923172,1.963787827,2.394451681,3.518908574,3.516535374,1.176091259,0.698970004,1.397940009,1.812913357,1.84509804,2.58546073,9.210859657,6.626528535,8.328015135,8.297333921,0.602059991,8.556005623,3.000434077,3.34321159,9.210762419,5.86774851,6.329985762,6.432911609,2.334453751,7.102514485,3.000434077,3.260071388,5.560863888,2.303196057,2.303196057,2.303196057,2.959518377,2.303196057,2.303196057,,1.622524862,8.861883547,3.34321159,9.210762419,5.86774851,3.260071388,2.58546073
GCA_951804945.1,reptiles,20,43,25,3035.28,2100,559,11837,13,1,5,1,8,1,3,0,1,1,4,0,0,951804945,1,14,19,68.42105263,5.263157895,73.68421053,65.78947368,3375,3334,41,3,12,75,192,3375,3354,11,10,3,12,48,51,1507627055,29561314.8,94621998,92835346.36,7,141635579,17088,98,1507617655,15383853.62,65743000,67229247.03,8,141635579,17088,47,9400,200,200,200,24,200,200,,43.87,576157033,98,1507617655,15383853.62,47,51,HiFi,Lepidosauria,HiFi,3.528402438,3.523095838,1.62324929,0.602059991,1.113943352,1.880813592,2.285557309,3.528402438,3.525692525,1.079181246,1.041392685,0.602059991,1.113943352,1.69019608,1.716003344,9.178293923,7.470723761,7.975992119,7.967713367,0.903089987,8.151172365,4.23271665,1.995635195,9.178291215,7.187065167,7.817849525,7.827558254,0.954242509,8.151172365,4.23271665,1.681241237,3.973174053,2.303196057,2.303196057,2.303196057,1.397940009,2.303196057,2.303196057,,1.65195607,8.760540868,1.995635195,9.178291215,7.187065167,1.681241237,1.716003344
GCA_964194415.1,reptiles,20,1056,30,6269.23,6765,1134,17040,12,6,2,0,12,0,0,0,6,1,1,0,0,964194415,1,18,19,63.15789474,31.57894737,94.73684211,78.94736842,3316,3252,64,8,66,97,233,3321,3276,40,5,11,58,65,479,1695017208,3538658.05,218396773,196366111.6,3,362934503,1000,1536,1694805808,1103389.2,4688414,5741619.53,108,23283494,1000,1057,211400,200,200,200,529,200,200,,41.09,768854987,1536,1694805808,1103389.2,1057,479,HiFi,Lepidosauria,HiFi,3.520745472,3.512284063,1.812913357,0.954242509,1.826074803,1.991226076,2.369215857,3.521399628,3.515476441,1.612783857,0.77815125,1.079181246,1.770852012,1.819543936,2.681241237,9.229174112,6.54883872,8.339246219,8.293066543,0.602059991,8.559828258,3.000434077,3.186673867,9.229119944,6.042729122,6.671026047,6.759034486,2.037426498,7.367048171,3.000434077,3.024485668,5.325107037,2.303196057,2.303196057,2.303196057,2.72427587,2.303196057,2.303196057,,1.624178926,8.885844436,3.186673867,9.229119944,6.042729122,3.024485668,2.681241237
