Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Technology,Extended lineage,Assembly tech,mean_telo_N50,median_telo_N50
GCA_964094495.2,mammals,24,1559,22,1951.45,1747,659,4755,5,14,5,0,3,0,2,0,14,1,4,0,0,964094495,2,19,23,21.73913043,60.86956522,82.60869565,47.82608696,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964212035.2,mammals,24,225,30,3559.13,3060,803,9396,9,12,2,0,7,0,2,0,12,1,1,0,0,964212035,2,21,23,39.13043478,52.17391304,91.30434783,65.2173913,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964264875.2,mammals,24,299,24,4762.83,3284,567,13003,5,14,5,0,5,0,0,0,14,1,4,0,0,964264875,2,19,23,21.73913043,60.86956522,82.60869565,52.17391304,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964270905.1,mammals,24,1033,5,4677,4537,1255,10607,0,5,19,0,0,0,0,0,5,1,18,0,0,964270905,1,5,23,0,21.73913043,21.73913043,10.86956522,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964374135.1,mammals,24,1134,6,3198.33,2990,2099,4419,0,6,18,0,0,0,0,0,6,1,17,0,0,964374135,1,6,23,0,26.08695652,26.08695652,13.04347826,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_965194825.1,mammals,24,1515,12,2101.33,1771,1102,4321,2,8,14,0,2,0,0,0,8,1,13,0,0,965194825,1,10,23,8.695652174,34.7826087,43.47826087,26.08695652,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_009829155.1,mammals,24,180,10,17445.1,17352,978,25926,1,8,15,0,1,0,0,0,8,1,14,0,0,9829155,1,9,23,4.347826087,34.7826087,39.13043478,21.73913043,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_009873245.2,mammals,24,881,1,1822,1822,1822,1822,0,1,23,0,0,0,0,0,1,1,22,0,0,9873245,2,1,23,0,4.347826087,4.347826087,2.173913043,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_903995425.1,mammals,24,2034,8,4356.62,2780,2586,9978,1,7,16,0,0,0,1,0,7,0,16,0,0,903995425,1,8,24,4.166666667,29.16666667,33.33333333,16.66666667,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_922984935.1,mammals,24,99,20,12029.8,11520,3783,32670,4,13,7,0,3,0,1,2,11,4,3,0,0,922984935,1,17,23,17.39130435,56.52173913,73.91304348,43.47826087,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_950295315.1,mammals,24,3759,11,5345.82,4158,1287,9105,2,7,15,0,2,0,0,0,7,0,15,0,0,950295315,1,9,24,8.333333333,29.16666667,37.5,22.91666667,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_963675345.1,otherChordates,24,638,26,5400.85,6083,630,12205,10,7,7,0,9,0,1,0,7,1,6,0,0,963675345,1,17,23,43.47826087,30.43478261,73.91304348,56.52173913,HiFi,Other Deuterostomes,HiFi,4509.2307692307695,4241.0
GCA_023333525.2,reptiles,24,110,34,9596.5,8842,2181,40599,12,11,1,1,9,0,2,1,10,1,0,0,0,23333525,2,23,23,52.17391304,47.82608696,100,73.91304348,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_040206685.1,amphibians,23,5693,2,3436.5,3436,918,5955,0,2,21,0,0,0,0,0,2,0,21,0,0,40206685,1,2,23,0,8.695652174,8.695652174,4.347826087,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCA_019677235.1,fish,23,672,1,3403,3403,3403,3403,0,1,22,0,0,0,0,0,1,0,22,0,0,19677235,1,1,23,0,4.347826087,4.347826087,2.173913043,CLR,Ray-finned fishes,Mecat2,6763.489795918367,6472.0
GCA_048129055.1,fish,23,28,19,3636,3480,1986,6059,1,17,5,1,0,0,0,4,13,1,4,0,0,48129055,1,18,23,4.347826087,73.91304348,78.26086957,41.30434783,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_048301445.1,fish,23,75,7,4241.86,3873,3537,5404,0,7,16,0,0,0,0,0,7,3,13,0,0,48301445,1,7,22,0,31.81818182,31.81818182,15.90909091,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_048537225.1,fish,23,445,19,3009.47,2717,573,6029,9,4,8,0,4,0,5,0,4,0,8,0,0,48537225,1,13,23,39.13043478,17.39130435,56.52173913,41.30434783,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_960531495.1,fish,23,887,13,7524.54,6465,510,22494,6,6,10,0,0,0,6,0,6,1,9,0,0,960531495,1,12,22,27.27272727,27.27272727,54.54545455,29.54545455,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_963854745.1,fish,23,805,22,6672.14,6246,4655,9300,7,9,7,0,6,0,1,0,9,1,6,0,0,963854745,1,16,22,31.81818182,40.90909091,72.72727273,50,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_963969265.1,fish,23,422,20,5636.5,5782,563,9481,5,11,7,0,4,0,1,0,11,1,6,0,0,963969265,1,16,22,22.72727273,50,72.72727273,45.45454545,HiFi,Ray-finned fishes,HIFI,6763.489795918367,6472.0
GCA_964276395.1,fish,23,328,17,4998.41,4593,3496,8100,2,13,8,0,2,0,0,0,13,1,7,0,0,964276395,1,15,22,9.090909091,59.09090909,68.18181818,38.63636364,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_964374335.1,fish,23,40,17,5530.29,5306,3427,7663,4,9,10,0,4,0,0,0,9,2,8,0,0,964374335,1,13,22,18.18181818,40.90909091,59.09090909,38.63636364,ONT,Ray-finned fishes,,6763.489795918367,6472.0
GCA_965226115.1,fish,23,31,28,5121.21,5073,2678,7840,9,11,3,4,4,1,0,3,8,2,1,0,0,965226115,1,20,22,40.90909091,50,90.90909091,63.63636364,ONT,Ray-finned fishes,ONT duplex,6763.489795918367,6472.0
GCF_036373705.1,fish,23,97,25,5538.92,5049,861,16492,7,12,4,0,6,0,1,1,11,0,4,0,0,36373705,1,19,23,30.43478261,52.17391304,82.60869565,54.34782609,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_900634775.1,fish,23,805,4,3277,2700,595,7112,0,4,19,0,0,0,0,0,4,0,19,0,0,900634775,1,4,23,0,17.39130435,17.39130435,8.695652174,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCF_901000725.2,fish,23,356,17,1400.94,1146,536,4979,7,4,9,0,0,0,7,0,4,1,8,0,0,901000725,2,11,22,31.81818182,18.18181818,50,38.63636364,CLR,Ray-finned fishes,CLR II,6763.489795918367,6472.0
GCF_902148845.1,fish,23,473,5,4176.4,4841,2454,6069,2,3,18,0,0,0,2,0,3,1,17,0,0,902148845,1,5,22,9.090909091,13.63636364,22.72727273,11.36363636,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCF_902148855.1,fish,23,1580,5,1110,1107,892,1428,4,0,18,0,0,0,4,0,0,0,18,0,0,902148855,1,4,23,17.39130435,0,17.39130435,10.86956522,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCF_902500255.1,fish,23,2387,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,902500255,1,0,23,0,0,0,0,CLR,Ray-finned fishes,CLR I,,
GCF_963576545.1,fish,23,274,11,5817.73,5583,1598,8936,0,11,12,0,0,0,0,0,11,0,12,0,0,963576545,1,11,23,0,47.82608696,47.82608696,23.91304348,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_028451465.1,mammals,23,268,2,3621,3621,947,6295,0,2,21,0,0,0,0,0,2,2,19,0,0,28451465,1,2,22,0,9.090909091,9.090909091,4.545454545,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCA_041834305.1,mammals,23,87,16,12992.4,13752,4491,22605,1,15,7,0,0,0,1,1,14,0,7,0,0,41834305,1,16,23,4.347826087,65.2173913,69.56521739,34.7826087,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_903992545.1,mammals,23,1457,2,2434,2434,574,4294,0,1,21,0,0,0,0,0,1,1,20,0,0,903992545,1,1,22,0,4.545454545,4.545454545,4.545454545,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCA_964165515.1,mammals,23,1093,3,3462.33,3546,998,5843,0,3,20,0,0,0,0,0,3,1,19,0,0,964165515,1,3,22,0,13.63636364,13.63636364,6.818181818,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964339955.1,mammals,23,281,13,2080.38,1407,520,7353,0,11,11,0,0,0,0,0,11,0,11,0,0,964339955,1,11,23,0,47.82608696,47.82608696,28.26086957,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964656225.1,mammals,23,1831,15,2414.73,1769,515,8824,0,15,8,0,0,0,0,0,15,1,7,0,0,964656225,1,15,22,0,68.18181818,68.18181818,34.09090909,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964662115.1,mammals,23,2929,17,2946.18,2507,1048,6329,5,7,11,0,4,0,1,0,7,1,10,0,0,964662115,1,12,22,22.72727273,31.81818182,54.54545455,38.63636364,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_965115925.1,mammals,23,1538,18,2742.11,2484,575,8323,2,14,7,0,2,0,0,0,14,1,6,0,0,965115925,1,16,22,9.090909091,63.63636364,72.72727273,40.90909091,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_965194805.1,mammals,23,1176,6,2942.83,2099,659,6628,0,6,17,0,0,0,0,0,6,1,16,0,0,965194805,1,6,22,0,27.27272727,27.27272727,13.63636364,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_011762595.1,mammals,23,594,2,9005,9005,7899,10111,2,0,21,0,0,0,2,0,0,1,20,0,0,11762595,1,2,23,8.695652174,0,8.695652174,4.347826087,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_015227675.2,mammals,23,516,29,3230.31,2286,688,12641,13,7,3,0,8,0,5,0,7,1,2,0,0,15227675,2,20,22,59.09090909,31.81818182,90.90909091,65.90909091,CLR,Mammals,CLR,10073.07643312102,9936.0
GCF_025265405.1,mammals,23,86,10,12389.5,14115,3770,16995,0,10,13,0,0,0,0,2,8,2,11,0,0,25265405,1,10,22,0,45.45454545,45.45454545,22.72727273,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_028021215.1,mammals,23,279,15,8850.53,8392,2121,13486,2,11,10,0,2,0,0,0,11,1,9,0,0,28021215,1,13,23,8.695652174,47.82608696,56.52173913,32.60869565,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_028564815.1,mammals,23,354,15,10507.3,9895,2555,17665,2,13,8,0,0,0,2,0,13,1,7,0,0,28564815,1,15,22,9.090909091,59.09090909,68.18181818,34.09090909,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_039906515.1,mammals,23,95,8,10993.5,10850,3273,16305,1,5,16,0,1,0,0,1,4,1,15,0,0,39906515,1,6,23,4.347826087,21.73913043,26.08695652,17.39130435,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_937001465.1,mammals,23,123,10,6845.9,6875,505,14156,0,10,13,0,0,0,0,0,10,1,12,0,0,937001465,1,10,22,0,45.45454545,45.45454545,22.72727273,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_949774975.1,mammals,23,1070,4,5665.25,6053,1586,8968,0,4,19,0,0,0,0,0,4,1,18,0,0,949774975,1,4,22,0,18.18181818,18.18181818,9.090909091,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_949987515.2,mammals,23,968,3,15146,15489,10438,19511,0,3,20,0,0,0,0,0,3,0,20,0,0,949987515,2,3,23,0,13.04347826,13.04347826,6.52173913,HiFi,Mammals,Hifi,10073.07643312102,9936.0
GCF_963259705.1,mammals,23,1099,24,9801.42,9792,2560,18428,5,14,4,0,4,0,1,0,14,0,4,0,0,963259705,1,19,23,21.73913043,60.86956522,82.60869565,52.17391304,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_963455315.2,mammals,23,1082,1,1069,1069,1069,1069,0,1,22,0,0,0,0,0,1,0,22,0,0,963455315,2,1,23,0,4.347826087,4.347826087,2.173913043,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_963930625.1,mammals,23,682,17,8676.06,8201,3979,24355,0,17,6,0,0,0,0,0,17,0,6,0,0,963930625,1,17,23,0,73.91304348,73.91304348,36.95652174,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_023053635.1,reptiles,23,73,30,14240.3,11876,1170,32927,11,10,2,2,7,0,2,4,6,0,2,0,0,23053635,1,21,23,47.82608696,43.47826087,91.30434783,65.2173913,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_040938575.1,amphibians,22,2089,18,4656.94,4285,1120,10826,8,7,7,0,2,0,6,0,7,1,6,0,0,40938575,1,15,21,38.0952381,33.33333333,71.42857143,42.85714286,HiFi,Amphibians,HiFi,10892.583333333334,10625.5
GCF_902459465.1,echinoderm,22,440,15,2815.53,2392,1458,6504,2,11,9,0,2,0,0,0,11,0,9,0,0,902459465,1,13,22,9.090909091,50,59.09090909,34.09090909,CLR,Other Deuterostomes,CLR,4509.2307692307695,4241.0
GCA_910589615.1,fish,22,242,28,5176,4237,738,11263,10,8,4,0,10,0,0,0,8,1,3,0,0,910589615,1,18,21,47.61904762,38.0952381,85.71428571,66.66666667,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_963457725.1,fish,22,1476,20,6564.55,6823,3563,9683,5,12,5,0,3,0,2,0,12,1,4,0,0,963457725,1,17,21,23.80952381,57.14285714,80.95238095,47.61904762,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_029633855.1,fish,22,874,6,5862.67,6736,697,9686,0,6,16,0,0,0,0,0,6,1,15,0,0,29633855,1,6,21,0,28.57142857,28.57142857,14.28571429,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_900634625.1,fish,22,833,2,6706.5,6706,6664,6749,0,2,20,0,0,0,0,0,2,0,20,0,0,900634625,1,2,22,0,9.090909091,9.090909091,4.545454545,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCF_900634795.4,fish,22,315,2,1111,1111,1007,1215,0,2,20,0,0,0,0,0,2,1,19,0,0,900634795,4,2,21,0,9.523809524,9.523809524,4.761904762,CLR,Ray-finned fishes,CLR I,6763.489795918367,6472.0
GCF_901709675.1,fish,22,31,0,0,0,0,0,0,0,22,0,0,0,0,0,0,6,16,0,0,901709675,1,0,22,0,0,0,0,CLR,Ray-finned fishes,CLR I,,
GCA_048772815.1,mammals,22,602,10,2681.9,2298,561,6446,1,8,13,0,1,0,0,0,8,0,13,0,0,48772815,1,9,22,4.545454545,36.36363636,40.90909091,22.72727273,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_902686455.2,mammals,22,732,9,1574.33,1432,559,3067,0,9,13,0,0,0,0,0,9,1,12,0,0,902686455,2,9,21,0,42.85714286,42.85714286,21.42857143,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCA_949752795.1,mammals,22,1098,4,7752.5,7721,897,14671,0,4,18,0,0,0,0,0,4,1,17,0,0,949752795,1,4,21,0,19.04761905,19.04761905,9.523809524,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964341445.1,mammals,22,1181,6,2942,2456,1042,6306,0,6,16,0,0,0,0,0,6,1,15,0,0,964341445,1,6,21,0,28.57142857,28.57142857,14.28571429,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_008692025.1,mammals,22,204,3,7645,6509,6380,10046,0,3,19,0,0,0,0,0,3,0,19,0,0,8692025,1,3,22,0,13.63636364,13.63636364,6.818181818,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_024139225.1,mammals,22,943,16,4626.81,3223,1208,21998,4,9,9,0,3,0,1,0,9,1,8,0,0,24139225,1,13,22,18.18181818,40.90909091,59.09090909,36.36363636,CLR,Mammals,CLR II,10073.07643312102,9936.0
GCF_026419965.1,mammals,22,133,14,17476.5,13146,7105,49999,4,6,12,1,3,0,0,0,6,2,10,0,0,26419965,1,10,21,19.04761905,28.57142857,47.61904762,33.33333333,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_028023285.1,mammals,22,327,8,14125.8,16186,518,19626,1,7,14,0,0,0,1,0,7,0,14,0,0,28023285,1,8,22,4.545454545,31.81818182,36.36363636,18.18181818,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_043159975.1,mammals,22,252,25,9248.52,9380,1882,16959,5,13,2,0,3,0,2,0,13,0,2,0,0,43159975,1,18,22,22.72727273,59.09090909,81.81818182,56.81818182,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_047511675.1,mammals,22,308,24,3839.42,2784,658,12902,8,8,6,0,8,0,0,0,8,0,6,0,0,47511675,1,16,22,36.36363636,36.36363636,72.72727273,54.54545455,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_949987535.1,mammals,22,1175,4,7434.75,6576,4821,11765,0,4,18,0,0,0,0,0,4,0,18,0,0,949987535,1,4,22,0,18.18181818,18.18181818,9.090909091,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_963924675.1,mammals,22,964,15,7063.4,6668,1405,15504,1,13,8,0,1,0,0,0,13,0,8,0,0,963924675,1,14,22,4.545454545,59.09090909,63.63636364,34.09090909,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_964237555.1,mammals,22,2275,29,7291.38,6853,2062,15114,12,7,3,0,9,0,3,0,7,0,3,0,0,964237555,1,19,22,54.54545455,31.81818182,86.36363636,65.90909091,HiFi,Mammals,Hifi,10073.07643312102,9936.0
GCF_030035675.1,reptiles,22,241,33,9380.42,9743,564,26468,15,5,2,0,13,0,2,0,5,0,2,0,0,30035675,1,20,22,68.18181818,22.72727273,90.90909091,75,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_044231665.1,fish,21,98,19,6857.05,7009,799,9883,2,17,2,0,0,1,1,0,17,1,1,0,0,44231665,1,19,20,10,85,95,47.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_048126635.1,fish,21,241,15,6810.73,6077,4264,13812,1,13,7,0,1,0,0,0,13,1,6,0,0,48126635,1,14,20,5,65,70,37.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_949987615.1,fish,21,1796,8,9858.5,10009,573,16742,3,3,15,0,2,0,1,0,3,1,14,0,0,949987615,1,6,20,15,15,30,20,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_963971535.1,fish,21,14032,5,1918.6,1074,520,5379,1,1,17,0,0,0,1,0,1,1,16,0,0,963971535,1,2,20,5,5,10,12.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_963989245.1,fish,21,3224,18,9806.72,10526,653,18518,11,4,6,0,3,0,8,0,4,1,5,0,0,963989245,1,15,20,55,20,75,45,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_029633865.1,fish,21,3082,23,8002.57,6003,582,21712,14,3,4,0,6,0,8,0,3,0,4,0,0,29633865,1,17,21,66.66666667,14.28571429,80.95238095,54.76190476,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_949316345.1,fish,21,730,19,4522.26,3887,526,9856,5,9,7,0,5,0,0,0,9,0,7,0,0,949316345,1,14,21,23.80952381,42.85714286,66.66666667,45.23809524,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_958295425.1,fish,21,373,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,958295425,1,0,21,0,0,0,0,HiFi,Ray-finned fishes,HiFi,,
GCA_043880545.1,mammals,21,142,25,8609.68,9435,1795,14908,6,13,2,0,6,0,0,4,9,0,2,0,0,43880545,1,19,21,28.57142857,61.9047619,90.47619048,59.52380952,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_047511655.1,mammals,21,180,36,4753.42,5018,1304,10027,16,4,1,0,16,0,0,0,4,1,0,0,0,47511655,1,20,20,80,20,100,90,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_949316315.1,mammals,21,101,20,11732,12361,1254,21654,2,17,2,0,1,0,1,0,17,1,1,0,0,949316315,1,19,20,10,85,95,50,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_963455335.1,mammals,21,2245,18,8427.89,7773,891,19012,5,8,8,0,5,0,0,0,8,1,7,0,0,963455335,1,13,20,25,40,65,45,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_963924515.1,mammals,21,973,23,9886.26,10463,1593,17082,6,11,4,0,6,0,0,0,11,1,3,0,0,963924515,1,17,20,30,55,85,57.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_964194105.1,mammals,21,1432,22,2325.82,2015,596,6621,5,10,5,0,4,0,1,0,10,1,4,0,0,964194105,1,15,20,25,50,75,55,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_030020395.1,mammals,21,359,20,9294,8871,2251,14542,5,12,4,0,3,0,2,0,12,0,4,0,0,30020395,1,17,21,23.80952381,57.14285714,80.95238095,47.61904762,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCF_902655055.1,mammals,21,176,13,3079.46,1864,737,8516,0,13,8,0,0,0,0,0,13,1,7,0,0,902655055,1,13,20,0,65,65,32.5,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_902686445.1,mammals,21,695,8,1198.38,762,556,2618,1,7,13,0,0,0,1,0,7,0,13,0,0,902686445,1,8,21,4.761904762,33.33333333,38.0952381,19.04761905,CLR,Mammals,CLR I,10073.07643312102,9936.0
GCF_037993035.1,primates,21,0,42,20161.9,20131,19998,20532,21,0,0,21,0,0,0,0,0,0,0,0,0,37993035,1,21,21,100,0,100,100,HiFi,Mammals,Verkko HiFi + ONT,10073.07643312102,9936.0
GCA_964106645.2,reptiles,21,1505,12,1780.67,1112,703,4746,5,4,12,0,2,0,3,0,4,1,11,0,0,964106645,2,9,20,25,20,45,30,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964106915.2,reptiles,21,879,25,2838.4,2432,733,7446,10,5,6,0,10,0,0,0,5,1,5,0,0,964106915,2,15,20,50,25,75,62.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964188175.1,reptiles,21,760,15,3478.27,2658,541,8959,4,9,8,0,2,0,2,0,9,1,7,0,0,964188175,1,13,20,20,45,65,37.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964188305.1,reptiles,21,1003,19,3719,2292,858,11165,8,8,5,0,3,0,5,0,8,1,4,0,0,964188305,1,16,20,40,40,80,47.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964188315.1,reptiles,21,827,28,2105.5,2037,989,4048,10,9,2,0,9,0,1,0,9,1,1,0,0,964188315,1,19,20,50,45,95,70,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964234715.1,reptiles,21,822,19,4763.95,3592,883,10749,8,6,7,0,5,0,3,0,6,1,6,0,0,964234715,1,14,20,40,30,70,47.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964252035.1,reptiles,21,836,21,2930.57,1957,558,8432,8,8,5,0,5,0,3,0,8,1,4,0,0,964252035,1,16,20,40,40,80,52.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_964270895.1,reptiles,21,868,19,1500.26,1460,503,3328,5,10,6,0,4,0,1,0,10,1,5,0,0,964270895,1,15,20,25,50,75,47.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_965112155.1,reptiles,21,910,23,3625.87,2573,746,14599,9,7,4,0,5,0,4,0,7,1,3,0,0,965112155,1,16,20,45,35,80,57.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_965113315.1,reptiles,21,944,11,4640.64,4313,1167,14595,3,6,12,0,2,0,1,0,6,1,11,0,0,965113315,1,9,20,15,30,45,27.5,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCA_965153285.1,reptiles,21,1024,18,3433.89,3428,870,7915,4,10,7,0,4,0,0,0,10,1,6,0,0,965153285,1,14,20,20,50,70,45,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_009819535.1,reptiles,21,376,3,3723.67,1012,595,9564,0,3,18,0,0,0,0,0,3,1,17,0,0,9819535,1,3,20,0,15,15,7.5,CLR,Lepidosauria,CLR I,9430.628571428571,9306.0
GCF_029931775.1,reptiles,21,153,6,4749,2907,683,10951,1,4,15,0,0,0,1,0,4,0,15,0,0,29931775,1,5,21,4.761904762,19.04761905,23.80952381,14.28571429,HiFi,Lepidosauria,HiFi,9430.628571428571,9306.0
GCF_901001135.1,amphibians,20,3257,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,19,0,0,901001135,1,0,19,0,0,0,0,CLR,Amphibians,CLR II,,
GCF_902459505.1,amphibians,20,424,10,2679.8,2155,758,7594,1,8,11,0,1,0,0,0,8,1,10,0,0,902459505,1,9,19,5.263157895,42.10526316,47.36842105,26.31578947,CLR,Amphibians,CLR II,10892.583333333334,10625.5
GCA_017639675.1,fish,20,1154,25,5749.36,6129,616,14024,10,6,3,0,8,0,2,0,6,0,3,0,0,17639675,1,16,20,50,30,80,62.5,CLR,Ray-finned fishes,CLR,6763.489795918367,6472.0
GCA_044231675.1,fish,20,90,11,3935.27,4001,1236,5326,6,5,9,0,0,0,6,1,4,1,8,0,0,44231675,1,11,20,30,25,55,27.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCA_049190665.1,fish,20,1314,17,2342.53,1881,609,5749,9,2,6,0,1,0,8,0,2,0,6,0,0,49190665,1,11,20,45,10,55,42.5,HiFi,Ray-finned fishes,HiFi,6763.489795918367,6472.0
GCF_013347855.1,fish,20,640,17,5064.35,4878,1056,14384,7,4,8,0,4,0,3,0,4,1,7,0,0,13347855,1,11,19,36.84210526,21.05263158,57.89473684,44.73684211,CLR,Ray-finned fishes,CLR,6763.489795918367,6472.0
GCF_900700375.1,fish,20,348,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,900700375,1,0,20,0,0,0,0,CLR,Ray-finned fishes,CLR,,
GCA_019207075.1,invertebrate,20,90,20,3909.6,3750,2292,6478,3,17,0,0,0,0,3,0,17,0,0,0,0,19207075,1,20,20,15,85,100,50,CLR,Other Deuterostomes,CLR,4509.2307692307695,4241.0
GCA_043880595.1,mammals,20,668,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,43880595,1,0,19,0,0,0,0,HiFi,Mammals,HiFi,,
GCA_048338725.1,mammals,20,0,35,15576.8,14633,6009,29435,16,3,1,16,0,0,0,3,0,1,0,0,0,48338725,1,19,20,80,15,95,87.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
GCA_048771875.1,mammals,20,108,7,3010.14,2828,533,5167,3,4,13,0,0,0,3,0,4,0,13,0,0,48771875,1,7,20,15,20,35,17.5,HiFi,Mammals,,10073.07643312102,9936.0
GCA_964271855.1,mammals,20,184,23,5120.3,3924,529,12713,5,13,2,0,5,0,0,0,13,0,2,0,0,964271855,1,18,20,25,65,90,57.5,HiFi,Mammals,HiFi,10073.07643312102,9936.0
